assessment_id,candidate_id,assessment_type,assessment_date,raw_score,standard_score,passed_flag
17d7cce5-3802-4b36-89c8-9fe14a4423a7,C00113,work_sample,2025-02-27,44.38,-0.562,0
3c8dab85-49ed-4a88-ba5e-e53f0eaff2a9,C00116,work_sample,2025-09-07,49.72,-0.028,0
af3c391a-187c-4e68-be04-af1f56504f77,C00118,work_sample,2025-10-07,44.08,-0.592,0
dff0e693-6dd7-41d5-b104-c84af30e246e,C00119,work_sample,2025-04-10,44.47,-0.553,0
204c7b70-c633-44b4-8625-c97d3274bd6c,C00121,work_sample,2025-09-16,48.59,-0.141,0
7f563191-f1ec-4a0f-a2e6-13710a1c5e58,C00123,work_sample,2025-09-07,39.07,-1.093,0
ac47c9f4-ccaf-4815-ace3-b09fd85a8b9e,C00124,work_sample,2025-04-08,48.39,-0.161,0
a9647a0b-d3a3-4b92-a546-65303d7125fb,C00125,work_sample,2025-05-26,53.8,0.38,0
52a866de-d6b1-46ee-966f-a904702bae95,C00126,work_sample,2025-04-11,59.28,0.928,1
17279ba3-00fc-4d9a-9d66-3d1076111ecb,C00127,work_sample,2025-12-07,63.17,1.317,1
441d3ab1-02db-46dd-9795-3314fede1b38,C00130,work_sample,2025-01-09,55.33,0.533,1
4f0fa51d-4820-447a-a3bc-de2d2a9acda1,C00133,work_sample,2025-07-29,68.0,1.8,1
6c20d3e5-c955-415a-9f36-e09bf06a68ad,C00135,work_sample,2025-05-26,66.4,1.64,1
a362172d-9f93-4c2d-b09d-cb4a37052ff1,C00136,work_sample,2025-03-15,37.66,-1.234,0
5afffbae-267e-465c-9ec4-0cd4cf6215e0,C00137,work_sample,2025-10-27,59.27,0.927,1
2d90042b-7f03-4bf0-bb83-a34178cb442b,C00138,work_sample,2026-01-04,63.04,1.304,1
4f76aa25-8de1-42f7-9b67-a869279619b4,C00140,work_sample,2025-08-08,61.33,1.133,1
ea86f0e5-dd4c-4bde-855f-68c4868608fb,C00141,work_sample,2025-09-08,56.45,0.645,1
2b4d44f8-155c-4fa3-aae8-80f76579943c,C00142,work_sample,2025-05-18,40.23,-0.977,0
4be93e53-545e-4901-aea6-39381cd2b359,C00145,work_sample,2025-11-13,41.06,-0.894,0
5dab6e0d-fe5e-4627-b9d5-da4d75ae0cfe,C00147,work_sample,2025-10-16,43.84,-0.616,0
5e242a5d-3228-4cab-b66b-dfb6df71ae80,C00149,work_sample,2025-10-09,60.03,1.003,1
5e3669c8-e9ed-457b-a4a6-e920acbe085b,C00151,work_sample,2025-06-01,58.44,0.844,1
b447d3d7-a18e-4b97-aa76-4b2de3d65c6f,C00152,work_sample,2025-11-02,57.55,0.755,1
bed02bd1-48c1-489b-965e-e92495eee10c,C00153,work_sample,2025-06-13,57.16,0.716,1
4588d2f9-3f32-4f83-b444-80a5d29684cf,C00157,work_sample,2025-12-20,47.86,-0.214,0
563aedbf-8537-4411-a8b2-4739765a76d4,C00158,work_sample,2025-02-06,59.17,0.917,1
d7b383b6-a4e9-44fc-89c6-723bcf549448,C00159,work_sample,2025-11-24,46.92,-0.308,0
438f3932-3645-4640-914a-98949a63e0cb,C00161,work_sample,2025-07-07,56.21,0.621,1
9eadc582-8099-4ca6-9221-30c01dd0e663,C00163,work_sample,2025-05-10,61.65,1.165,1
cbbad625-3d42-4f86-ba2f-c0809c998f1f,C00164,work_sample,2025-03-24,47.6,-0.24,0
255ddb33-0cc0-440c-8707-8c3bcb264c88,C00166,work_sample,2025-01-31,60.95,1.095,1
9b0637a0-9eca-43a0-bd99-e6d074f1af8b,C00167,work_sample,2025-05-03,52.7,0.27,0
7e0e033a-27ec-440f-ab56-4a7980445644,C00170,work_sample,2025-05-31,48.87,-0.113,0
190903de-4ee9-4f81-ace8-7e5f58c7d93e,C00171,work_sample,2025-06-07,58.07,0.807,1
0a4ff80f-7043-44f2-9b20-7373e460878d,C00173,work_sample,2025-02-25,51.09,0.109,0
597eb500-e2b0-4676-91da-e85345ea1aa5,C00175,work_sample,2025-11-27,75.13,2.513,1
497c21a3-70d9-487c-a24d-e7ffd6eddad6,C00176,work_sample,2025-11-01,59.95,0.995,1
c626828e-0912-4a63-a193-069c69526158,C00177,work_sample,2025-11-08,53.92,0.392,0
aa18c026-6b6a-4202-a52b-11e323cdd66e,C00181,work_sample,2025-06-27,57.38,0.738,1
81f6cf07-7fbf-4c79-94e8-e32773e4495b,C00182,work_sample,2025-12-16,43.01,-0.699,0
8c790c36-7f5c-44f5-9f86-eaeeb6c92429,C00184,work_sample,2025-11-03,49.66,-0.034,0
6aa58381-0445-4208-825f-7404c4d74c29,C00187,work_sample,2025-03-29,51.66,0.166,0
5e6871f4-9d5a-4be1-a14b-6b982d405b37,C00188,work_sample,2025-10-12,38.08,-1.192,0
e34f598c-4e18-46a0-9957-062d7231959b,C00191,work_sample,2025-09-22,57.27,0.727,1
ea8818ab-fdf9-4096-986b-ea4ad8b2f48d,C00193,work_sample,2025-04-19,51.36,0.136,0
598b0baf-e56d-412d-9507-0de45961faef,C00194,work_sample,2025-06-25,45.28,-0.472,0
75f3f332-225d-4dcc-ae61-cbd36092027d,C00195,work_sample,2025-10-03,48.2,-0.18,0
26c3dea3-d88a-4e78-bd08-96775a2280e2,C00197,work_sample,2025-07-31,60.64,1.064,1
21ca2c61-835e-479e-9bd3-ba4acc0ece1b,C00198,work_sample,2025-10-02,38.47,-1.153,0
6c109b0e-f568-4c1e-a3cd-b5778b54a1ba,C00201,work_sample,2025-08-01,36.33,-1.367,0
9ba79c07-466b-40d1-beca-963e3e760bab,C00202,work_sample,2025-02-12,44.85,-0.515,0
98b04b2d-cdcf-4711-b2db-c0724f9841ae,C00204,work_sample,2025-05-22,58.44,0.844,1
90e9998b-3c63-4f0b-81af-bfdd0ab455a2,C00206,work_sample,2025-04-17,46.71,-0.329,0
07e10387-0785-461b-90f5-aa1bf961b059,C00207,work_sample,2025-10-22,46.78,-0.322,0
2074dec8-5b46-4199-9e29-a5b8c4c1090e,C00210,work_sample,2025-12-22,46.0,-0.4,0
670de55b-18ef-4494-b136-8bc29744fe8a,C00211,work_sample,2025-12-25,65.77,1.577,1
87767f9b-9ff2-45d5-a335-a3bc4d6d5747,C00216,work_sample,2025-11-11,42.6,-0.74,0
e5d88893-3f18-4220-8b98-00ef120b56e8,C00217,work_sample,2025-10-08,58.64,0.864,1
fa26b531-671a-4dd9-8517-6e11fc9d6eee,C00218,work_sample,2025-02-01,28.85,-2.115,0
d535e201-0bf5-42a9-a59f-f86ac1474969,C00219,work_sample,2025-06-07,51.11,0.111,0
28bf481a-da37-45c4-8415-730238ddaf18,C00220,work_sample,2025-12-26,48.68,-0.132,0
e015a057-a85c-48df-86f9-5ad70e10e7ca,C00222,work_sample,2025-07-31,51.08,0.108,0
bad45d5a-2490-421f-b214-bf30334a5498,C00223,work_sample,2026-01-07,58.2,0.82,1
6ae79887-a8ba-4bf6-b615-21efd29d6520,C00225,work_sample,2025-08-27,51.38,0.138,0
731f4b66-b20c-45ae-adf7-42b9c609763c,C00226,work_sample,2025-09-10,56.89,0.689,1
6784f433-0edf-45bb-b038-519e967ad989,C00227,work_sample,2025-11-25,45.43,-0.457,0
c348ef19-2133-48f5-8b65-072926f5c784,C00228,work_sample,2025-04-18,42.2,-0.78,0
d5f0004f-84bd-45d1-88d9-a7d025c8ab10,C00230,work_sample,2025-01-29,91.98,4.198,1
4bb9bb36-9547-4d54-b148-c110113b1303,C00233,work_sample,2025-07-21,46.54,-0.346,0
1b174222-3c28-46bc-9dc8-aa43a74a0b62,C00234,work_sample,2025-02-06,48.01,-0.199,0
3fc957c6-526b-4c7b-929b-263b0b1bd2e9,C00235,work_sample,2025-10-05,63.23,1.323,1
ce0f81b3-069a-4cc4-b455-7cadbac1fe4b,C00236,work_sample,2025-04-16,33.18,-1.682,0
ed8a5887-cef7-4318-8453-a52439df0d6a,C00238,work_sample,2025-10-19,45.63,-0.437,0
de3ab798-29b0-4057-b883-06911700823a,C00239,work_sample,2025-01-27,43.09,-0.691,0
af4fcb9b-f180-4460-8cc2-3f51b4353342,C00242,work_sample,2025-11-13,55.47,0.547,1
775d64d2-9745-4257-b729-40cbe3d59e5b,C00244,work_sample,2025-11-28,63.85,1.385,1
d18b1e8b-e1a6-4c89-9edb-8cddbbb0e4f1,C00245,work_sample,2025-06-17,53.28,0.328,0
40d61d26-03c2-4d5d-8fc9-938c46e9f45d,C00247,work_sample,2025-12-13,71.79,2.179,1
4e551d32-225a-4e22-a2ae-606a0c79184e,C00248,work_sample,2025-11-23,55.58,0.558,1
66b4950a-69fb-40ad-a2e6-d77be4a962d2,C00249,work_sample,2025-12-31,36.6,-1.34,0
8b794554-4bbe-4225-99da-aa9d22e2b1b0,C00253,work_sample,2025-04-07,53.74,0.374,0
d859132e-87d1-42b4-945a-02c29af2359e,C00256,work_sample,2025-01-21,43.73,-0.627,0
21c0c0dc-49cb-4f26-8e16-2dca5c97aac7,C00257,work_sample,2025-09-17,65.34,1.534,1
22545a10-e1a2-4fee-859b-48c8ec1b8eee,C00258,work_sample,2025-10-17,67.14,1.714,1
0fcf8380-a274-4a4f-8623-e64c701978b8,C00261,work_sample,2025-04-13,40.95,-0.905,0
7e09e816-2fea-43fe-9038-73ddb05037da,C00263,work_sample,2025-02-10,36.44,-1.356,0
efdcf1a7-74f3-4d39-824c-d041918346a2,C00267,work_sample,2025-04-25,49.2,-0.08,0
241260f0-868c-4527-a1ea-6e9917ff34ae,C00268,work_sample,2025-03-07,50.21,0.021,0
df56078a-5a40-45e6-a473-400c877c935e,C00271,work_sample,2025-03-12,42.92,-0.708,0
0ff8cf9c-c90e-4330-981b-c62ff26940da,C00273,work_sample,2025-01-09,56.65,0.665,1
99edac3c-d9d2-4e26-ab74-db1f3cf90534,C00274,work_sample,2025-07-29,43.43,-0.657,0
9e524abe-2190-4de0-a09a-c773e6a51d32,C00275,work_sample,2025-12-18,37.48,-1.252,0
b1ac36c6-9d92-46c7-949a-77fd9d158498,C00277,work_sample,2025-05-12,61.06,1.106,1
49721d29-21f7-4aa6-9593-848019262cfe,C00279,work_sample,2025-10-10,37.07,-1.293,0
d2aaed70-6a8e-4023-b5f9-0b3047ca4426,C00280,work_sample,2025-07-07,47.1,-0.29,0
f5e128c0-68df-44e6-9966-3d483605e265,C00281,work_sample,2025-08-23,39.32,-1.068,0
ff290b16-da8d-4166-8dc8-a0d5717a8d4a,C00283,work_sample,2025-01-07,50.11,0.011,0
a6aa0732-dcd2-41e5-86dd-0b1afb017ee4,C00288,work_sample,2025-09-07,53.64,0.364,0
04970e98-5466-47cd-b679-e15b3174da3e,C00292,work_sample,2025-06-19,46.01,-0.399,0
cc453c55-4532-4525-8de1-87009114e855,C00293,work_sample,2025-12-19,35.54,-1.446,0
9339e548-81a6-4690-baae-9d900bddc0a8,C00294,work_sample,2025-03-19,74.19,2.419,1
1a3b63e2-9713-4559-a34f-28fe37a1eca8,C00295,work_sample,2025-01-17,43.31,-0.669,0
70c3301a-5bfd-43c6-be2e-28ae876ddd85,C00296,work_sample,2025-04-29,45.51,-0.449,0
ecae64c3-93f5-4eae-b10b-b10f5220de59,C00297,work_sample,2025-04-16,48.18,-0.182,0
6f888c09-a5d9-46d2-a8f2-116f10a0b52c,C00301,work_sample,2025-06-25,53.28,0.328,0
b3829aec-9710-40b8-990a-f569f41fa943,C00302,work_sample,2025-12-16,37.19,-1.281,0
54dcb386-d839-40a2-8961-43f1104cea77,C00303,work_sample,2025-09-22,44.5,-0.55,0
94ed8e52-ca9a-4a7e-9a71-9c6343c3fc46,C00305,work_sample,2025-04-13,58.72,0.872,1
71f59b1d-8e9b-4031-a6c2-b8e6910ce239,C00307,work_sample,2025-12-11,40.72,-0.928,0
fa6141a2-1b17-4b4d-9f13-acb516cc68da,C00316,work_sample,2025-10-08,65.31,1.531,1
3c3fecb5-4362-4b6d-8878-b2842b52809d,C00319,work_sample,2025-11-28,36.82,-1.318,0
75aa92d5-4838-4de1-a496-7dc691da5e1f,C00321,work_sample,2025-08-28,64.49,1.449,1
c4041a16-43ca-4481-85a1-6ca47e57b323,C00322,work_sample,2025-06-28,58.11,0.811,1
14ee9fa2-51a5-4f2f-9e7e-e1f84b4200cc,C00326,work_sample,2025-08-24,56.69,0.669,1
4bfa810e-3528-42c9-a443-0cd3208dac52,C00327,work_sample,2025-08-02,49.69,-0.031,0
c43e0eb7-02ea-4bc6-b570-15ffd875f8ea,C00330,work_sample,2025-09-27,71.96,2.196,1
e4a845f6-6cac-4e9d-ac8b-16fdca21e850,C00333,work_sample,2025-10-04,48.82,-0.118,0
3f47bbf6-b0bf-4319-a88b-22ce3cc8b189,C00337,work_sample,2025-03-20,68.11,1.811,1
9f8cd588-dcb1-4233-a786-07f6f54e33be,C00338,work_sample,2025-12-17,67.86,1.786,1
8a90fc4f-2979-48b0-a2c1-e06f4d225c2b,C00339,work_sample,2026-01-11,54.53,0.453,0
8bc8afbe-5e54-4b76-a129-064cf5e7fa4d,C00340,work_sample,2026-01-07,53.18,0.318,0
e7635d79-92e1-46b3-90fe-15d2f5101f77,C00341,work_sample,2025-08-23,57.19,0.719,1
089afe05-40d7-4099-8912-24c7a563e634,C00343,work_sample,2025-02-13,58.54,0.854,1
e9a34843-ea6c-4a5a-b6f9-d7a38ffe9763,C00348,work_sample,2025-11-19,61.58,1.158,1
eee8359c-ecbc-4cd9-931c-a843127a6921,C00349,work_sample,2025-03-23,41.02,-0.898,0
bccffb1f-b8f6-4750-a608-bcc1762ed0c9,C00350,work_sample,2025-09-23,58.14,0.814,1
61e03d1f-01a0-4f76-865c-d4570f47c263,C00351,work_sample,2025-04-23,55.45,0.545,1
54330658-a7fd-4387-bd27-ed81c1a109a9,C00352,work_sample,2025-11-01,46.93,-0.307,0
3401d1c3-bbae-4010-8697-3cd32bf64a03,C00353,work_sample,2025-07-26,71.84,2.184,1
822148f3-b6c5-4c9b-9e64-6db4c1295d41,C00354,work_sample,2025-07-24,53.25,0.325,0
3cac7fc2-3d9a-457d-8c1f-ac1bb6159fcd,C00355,work_sample,2025-02-03,69.21,1.921,1
09fc6d76-4138-4629-a659-cb1e20bd94df,C00359,work_sample,2025-12-12,51.72,0.172,0
7eed6299-f80b-4e51-b74b-d56c5d9d518f,C00361,work_sample,2025-02-18,64.8,1.48,1
154179fb-c8f9-4912-b923-5f7cb291c12f,C00362,work_sample,2025-12-22,37.46,-1.254,0
591e0da3-5e4f-4536-b1c6-56523965c2a1,C00364,work_sample,2025-05-27,58.59,0.859,1
32e17999-88b3-495b-b790-93f8e186a38c,C00365,work_sample,2025-02-25,48.71,-0.129,0
4d4e00eb-0280-4957-b7f1-99016116d44d,C00368,work_sample,2025-11-23,49.52,-0.048,0
b33d481c-5d4f-493d-b0e6-44b777998265,C00374,work_sample,2025-04-05,50.65,0.065,0
3ad783a1-6b0c-4d91-8ed4-7586de0f7e17,C00375,work_sample,2025-06-14,67.52,1.752,1
de522c19-1149-4e91-a092-02277747b34c,C00376,work_sample,2025-05-21,42.63,-0.737,0
874a57e0-1087-4cb1-96de-6732fc0b7f31,C00379,work_sample,2025-08-20,55.97,0.597,1
379de7e1-c0ec-4c6b-b850-47a2880a932c,C00380,work_sample,2025-05-16,33.91,-1.609,0
7d87448a-4809-4965-9688-ee12cfbc30b1,C00381,work_sample,2025-11-28,48.91,-0.109,0
5070953b-fdb8-4b72-8405-e7f5c27b5fcd,C00383,work_sample,2025-12-11,62.67,1.267,1
1a183631-50ff-4910-8ad0-e8b21343829f,C00384,work_sample,2025-03-14,53.27,0.327,0
8db6c648-b2ab-4c83-b619-038981537f6c,C00388,work_sample,2025-11-10,59.78,0.978,1
16a04fc7-c000-430d-9576-8f868133a4df,C00389,work_sample,2025-05-03,53.61,0.361,0
93360078-b724-4207-971d-dd613f90091a,C00390,work_sample,2025-02-23,48.15,-0.185,0
059fce8c-47bb-4886-80dd-951620e91423,C00393,work_sample,2025-11-03,68.79,1.879,1
ae7b4620-1606-4013-b9b8-e2a195b14f86,C00395,work_sample,2025-04-29,52.38,0.238,0
9a5427d6-2dbd-4214-9571-cba607ee0304,C00396,work_sample,2025-07-13,54.74,0.474,0
ecad7000-ecf4-4162-a142-82a79b3a7661,C00397,work_sample,2025-06-28,51.53,0.153,0
6a1655a4-e9ec-41a3-87ad-ddab3da1e5c8,C00400,work_sample,2025-11-02,53.76,0.376,0
5e8700e1-8f89-496c-9b31-38ddd0bc0dc9,C00401,work_sample,2026-01-04,62.54,1.254,1
dee8fb01-c092-44d4-9264-17c064c54438,C00404,work_sample,2025-08-31,56.99,0.699,1
35cf2ecb-ac00-4c63-8468-8e0d19fa4c91,C00412,work_sample,2025-06-06,51.92,0.192,0
ed21f16d-b5d4-4915-8c9e-cba72da6dbce,C00413,work_sample,2025-01-31,57.44,0.744,1
7985c929-1a92-42d1-8502-7c0d8b1cd6a9,C00416,work_sample,2025-06-29,44.27,-0.573,0
69ae1fcb-39b8-42d5-bceb-301dd61ed2fb,C00417,work_sample,2025-05-03,70.33,2.033,1
bd7000ba-78e3-4391-8926-2f52288256d6,C00422,work_sample,2025-02-11,55.82,0.582,1
0142d44f-6188-44d7-a272-dae3fc07989a,C00423,work_sample,2025-11-01,70.4,2.04,1
4c8dc989-6cd7-4ac8-8584-7876dbd65cfb,C00424,work_sample,2025-09-03,51.01,0.101,0
cb90a49c-f1a9-4dec-897f-793bafc4cb57,C00425,work_sample,2025-11-13,64.79,1.479,1
9bfad1b4-884a-4de8-93f3-b18766d90025,C00426,work_sample,2025-11-17,45.36,-0.464,0
fa2b9aab-29af-4f3b-a078-1ae47e9694ae,C00429,work_sample,2025-05-12,40.57,-0.943,0
cd9a1573-3479-40bb-a71e-94850045a549,C00430,work_sample,2025-05-09,54.07,0.407,0
fe3eb8a1-a17a-4aec-9134-2f35b5024e90,C00432,work_sample,2025-02-12,44.01,-0.599,0
b8ca685b-d7b3-4285-a501-63c4f532ff67,C00434,work_sample,2025-11-08,60.14,1.014,1
decec116-5752-4409-90ec-09ea0efce894,C00435,work_sample,2025-05-07,51.32,0.132,0
52c19319-f067-45cc-93d4-f9064d960018,C00437,work_sample,2025-08-21,37.19,-1.281,0
9eb52ca9-6803-47c5-b174-40dedf40f386,C00440,work_sample,2025-03-07,43.56,-0.644,0
cf95acea-de76-4aa9-a773-63bdc2854dce,C00441,work_sample,2025-11-22,38.85,-1.115,0
49da60fd-3778-437c-97e1-303c47db02cd,C00443,work_sample,2025-03-20,38.61,-1.139,0
f9002cf1-9644-458f-8350-b663d793a904,C00445,work_sample,2025-03-30,42.65,-0.735,0
b6f8f957-6f39-442f-9818-332768f24ee4,C00446,work_sample,2025-05-03,52.17,0.217,0
8176ed49-5983-4afb-a9f0-966fbb6d1bff,C00453,work_sample,2025-08-21,63.44,1.344,1
9f295dae-723d-400a-b377-2b5d6cde3394,C00454,work_sample,2025-12-04,50.98,0.098,0
ea48f9db-921c-4973-9435-9d71ed590acc,C00455,work_sample,2025-10-22,43.75,-0.625,0
c50b6e5a-282d-4e37-9eaf-945a096e23bb,C00458,work_sample,2025-02-25,58.56,0.856,1
db14c573-004a-4f5a-b62c-41bae1a9286c,C00459,work_sample,2025-09-10,36.25,-1.375,0
e091e2b3-a9e5-491a-af5d-a1f52be662d4,C00460,work_sample,2025-10-07,51.62,0.162,0
647fbcaf-fdd7-4e68-b6f1-32f42d36196c,C00461,work_sample,2025-05-16,51.72,0.172,0
923cf6b2-3fde-45b0-9a87-46fe912d62f7,C00464,work_sample,2025-06-18,56.14,0.614,1
985655bb-3303-4681-a5ed-c5135c434cd2,C00466,work_sample,2025-04-20,49.52,-0.048,0
9ce42b3e-d90f-4729-83b7-a4de9308d19d,C00467,work_sample,2025-08-13,47.84,-0.216,0
bae06782-8375-43d8-b462-75833f23ad9d,C00471,work_sample,2025-07-17,58.07,0.807,1
872a8279-1ec2-4aed-ac53-f8be0537fe70,C00472,work_sample,2025-10-15,58.69,0.869,1
7fa0ea2f-7832-4426-9e54-3a3084635783,C00473,work_sample,2025-01-27,59.61,0.961,1
c5cc5eaa-136f-4676-9467-ad2d6f2b0944,C00474,work_sample,2025-04-01,63.13,1.313,1
85058165-4f39-4308-bc06-5cf2f940e7e9,C00475,work_sample,2025-06-26,50.97,0.097,0
c32387cb-5a29-4610-8cdc-154f3aa51f19,C00476,work_sample,2025-09-08,58.17,0.817,1
86363d27-6b5c-4355-8b11-8935b5a9fb73,C00479,work_sample,2025-03-02,48.65,-0.135,0
c9333f21-498e-416e-811b-d664da07a39c,C00484,work_sample,2025-12-17,32.39,-1.761,0
438cd017-1404-4a64-a9fe-b8d65e348539,C00485,work_sample,2025-05-22,46.42,-0.358,0
3504bdde-2629-4539-b0b4-b39d01229c76,C00487,work_sample,2025-05-06,56.8,0.68,1
e0c79ed2-81e6-44e0-acda-6ffce87273a0,C00488,work_sample,2025-09-04,48.83,-0.117,0
da622d04-bd39-4abc-b630-2d21ed87126d,C00491,work_sample,2025-04-14,26.08,-2.392,0
690899a4-3e67-43f4-ac1b-d2db193e9f1b,C00492,work_sample,2025-07-15,51.31,0.131,0
3adff98f-86e3-4bd2-b48b-8ec741814898,C00494,work_sample,2025-11-05,60.96,1.096,1
922c38e0-de67-4e91-a529-f4116ff7352c,C00495,work_sample,2025-07-25,70.01,2.001,1
b547a2ed-e1b9-4abb-8d4a-e86d8336038d,C00499,work_sample,2025-03-10,51.42,0.142,0
a63f6960-9bbe-442c-934c-6729804ffba1,C00504,work_sample,2025-02-14,60.32,1.032,1
dea3d545-c098-41cc-8cb7-d25a036363e0,C00507,work_sample,2025-02-16,51.75,0.175,0
886d0668-5a4a-404b-be04-bcf6b0734dc8,C00508,work_sample,2025-01-15,64.75,1.475,1
c0cf4628-aafc-4ee7-891a-f312ad1fc3c0,C00509,work_sample,2025-07-22,45.61,-0.439,0
03094588-55e4-46a3-9897-2ba6c130e219,C00512,work_sample,2025-05-25,58.75,0.875,1
21812381-c3cc-4108-a857-e53bc7920c1f,C00513,work_sample,2025-01-17,47.9,-0.21,0
2b4e00d6-10da-4c74-b4a0-7eda4e22b71b,C00514,work_sample,2025-04-03,60.77,1.077,1
55237bba-89e2-47e2-a78c-d4a92bdb4e0e,C00516,work_sample,2025-08-31,50.1,0.01,0
307a2416-a914-4fb1-972c-2ec22ebf72a3,C00517,work_sample,2025-07-28,45.45,-0.455,0
ac65d9ed-228c-4b0f-a229-bba9a8689e19,C00520,work_sample,2025-09-04,58.82,0.882,1
4b63e054-f483-471c-a9bd-e4acd88e781b,C00521,work_sample,2025-05-24,37.31,-1.269,0
38fe7142-50c1-4d92-a33a-689f408999b2,C00522,work_sample,2025-01-09,54.87,0.487,0
33d0077e-39cf-49b2-95fd-051d3bc40f84,C00523,work_sample,2025-07-26,50.05,0.005,0
